category,polarity,class,text
Home_and_Kitchen_5,negative,deceptive,"Love it, but this should last a long time. Very good quality. Nice, sturdy, and functional. Great for the price. Not too big or too small. The only thing I would change is to cut the center pieces."
Home_and_Kitchen_5,negative,deceptive,The pushbutton on the lid holds the suction cup in place.  This makes the vacuum easier to clean.  The pushbutton is easy to get the suction cup to close and that is a plus.  The suction cup is also useful for cleaning the
Home_and_Kitchen_5,negative,deceptive,"I like the vacuum until it stops working.  I've had mine for a couple of years and it's not working.  I've also used the Tumbler to get it to go to sleep and it works just fine.I use this as a ""p"
Home_and_Kitchen_5,negative,deceptive,"Air pressure was utter crap.  I kept the lid on for a few hours, then ran the vacuum through the top.  I am not sure how the plastic lid would hold up to that.  I still use it, but it's a little thin and doesn't"
Home_and_Kitchen_5,negative,deceptive,"I love the print on the back and the finish. I also love that it's been made in a very sturdy, non-slip construction. The print is a great color and is very well made. It will be a perfect gift for my daughters and me."
Home_and_Kitchen_5,negative,deceptive,I switched from a traditional cotton blanket to a long cotton one.  This is the first one I've owned.  The seams are solid and the fabric feels great.  I love that it's made in China.  I'm very pleased.I bought this to replace
Home_and_Kitchen_5,negative,deceptive,"so much could have been better. The quality is just what it was designed for. Very pretty. I bought this for a friend, and she is a very tall woman. She is very happy with it. It looks good in her bed. I would recommend to anyone."
Home_and_Kitchen_5,negative,deceptive,"This coffee maker makes a nice cup of coffee, which is a nice bonus. I like the extra coffee cup.  The plastic lid is also nice, and the cover is very sturdy.  The only complaint is that the lid is very small.  This is a problem for"
Home_and_Kitchen_5,negative,deceptive,"Can Opener broke after a few uses, but the instructions are clear and simple. I am not sure how well it will hold up, but it is okay. I'm a very large fan of the blades and this one is a perfect size for my needs."
Home_and_Kitchen_5,negative,deceptive,"I understand you get what you pay for.  But I will admit that I have been using this product for about a year now.  I have had no issues with it breaking, but it is a little difficult to clean.  If you are going to use it for cooking,"
Home_and_Kitchen_5,negative,deceptive,This is a product I use everyday and it's just what I needed for my kitchen.  It is so easy to use and the attachments are easy to put together.  I love that it came with a few plates to cover a large size.I bought this to replace a broken
Home_and_Kitchen_5,negative,deceptive,"The lid doesn't fit right, it's just too small for my cupboard. I'm not sure how well it holds up. The lid is designed to be easy to place, and that means it won't spill out if you want to use it as a paper bag.
"
Home_and_Kitchen_5,negative,deceptive,Cute little tree with a nice set of pieces.  I will keep my shelves in order and hope that this tree stays in place.  I am very happy with this purchase.I have had this product for about a year now. It is very light weight and it holds a lot
Home_and_Kitchen_5,negative,deceptive,Got this to replace my old ones and they look just like the original one. I have one in my bathroom and the other in my office. The colors are great. The color is nice and deep. It is a good size for a small space. I use it to heat up the
Home_and_Kitchen_5,negative,deceptive,You get what you pay for. The quality is good but it's also a little pricey.Great product. Great price. I am very happy with the purchase.This is a great fan. It is quiet and does not have a fan noise. This fan is very quiet and does not
Home_and_Kitchen_5,negative,deceptive,"Arrived with a hairline fracture.  I'm hoping to return it.  This is a great product.I bought this for a friend, and she is a very tall woman. She is very happy with it. It looks good in her bed. I would recommend this to anyone"
Home_and_Kitchen_5,negative,deceptive,"The title says it is a ""stick"" and it is.  It is a stick and it is a stick.  I am not going to put a ""stick"" in it because it is a stick.  I am going to use it as a ""stick"" and not put a"
Home_and_Kitchen_5,negative,deceptive,"Very beautiful, works of art, and has the quality to match the decor.Nice, sturdy, and functional.  Great for the price.  Not too big or too small.  The only thing I would change is to cut the center pieces.  This is a great product. "
Home_and_Kitchen_5,negative,deceptive,"Compared to a older prior, this is the best. I will keep my old one as a backup. If you want a nice, solid stainless steel dish, this is it.I have used this product twice and it worked great. The first time I used it to make yogurt, the yogurt was"
Home_and_Kitchen_5,negative,deceptive,This was disappointing. I loved it. The only reason I gave it 4 stars is because I just can't get the suction to run smoothly. The suction is so great it's like it's a little smaller than a regular pillow. I wish it was a little thicker.
Home_and_Kitchen_5,negative,deceptive,"need a BUILT NY size pillow.  It's comfortable but it's also a little hard to put together.  I've had a couple of these, and they're great.I have had this product for about a year now. It is very well made and it holds a lot of things"
Home_and_Kitchen_5,negative,deceptive,"Previously, I had the set that came with the box and I thought it was just the right size.

I had to replace the box with the box and it was great.I have used this product several times in the past, and it works great.  I have had no issues with it"
Home_and_Kitchen_5,negative,deceptive,"Most uncomfortable pillows I have slept on, but they are good enough to make a comfortable pillow.Great product. Great price. I am very happy with the purchase.This is a great fan. It is quiet and does not have a fan noise. This fan is very quiet and does not have a"
Home_and_Kitchen_5,negative,deceptive,"Terrible disappointment. After one year, it's just too thin for my liking. I'd been using it for two years and it's still working fine. The plastic is a bit dull and the coating is a little thin. I'm not sure why.I bought this to replace a broken one I"
Home_and_Kitchen_5,negative,deceptive,Bought these for our daughter's room. The quality is good and she loves them. She does not mind them so much. The plastic ones are also very light and easy to wash.I have had this product for about a year now. It is very well made and it holds a lot of food.
Home_and_Kitchen_5,negative,deceptive,I thought with as large a set as this one you'd need a lot of storage.  It is so small that it's not worth the extra money.  It is very large and it's a little smaller than the size of the one I ordered.  But it's not the size I'd expect
Home_and_Kitchen_5,negative,deceptive,These water filters were perfect for me and the only thing I didn't like is the way the water is filtered.  The plastic filters are also very light and not strong.  The only thing I would change is to buy a filter that can be easily cleaned with a wipe clean.  I would definitely recommend
Home_and_Kitchen_5,negative,deceptive,I orginaly thought this was a good size for the price but it's not. I have one in my bathroom and the other in a closet. The ring is not sturdy and it's not worth the money. It's just a thin plastic one.I bought this to replace a broken one I bought a
Home_and_Kitchen_5,negative,deceptive,"Average performance, average weight, average height. The only problem is that it's not really a vacuum, but a pair of the best vacuum bags I have ever owned.  I was very pleased with this purchase.  It's a very nice vacuum.  I really like it.Great for the price. "
Home_and_Kitchen_5,negative,deceptive,"I had purchased this with a set of four sheets. I did not need a set of 4. I had purchased the same set of sheets with the same sheets, so it was not necessary to purchase a set of 4. I would have liked to have had a set of 4 sheets with the same sheets as my current"
Home_and_Kitchen_5,negative,deceptive,"I just received package today, and it arrived with a very small opening.  The dimensions were not what I expected.  The plastic parts are very small, and the cover is very large.  The opening is not in good shape, and it's not very secure.  The packaging is not exactly accurate, but I"
Home_and_Kitchen_5,negative,deceptive,"I waited until I had time to make the recipe. I did not need to make the cup. I just needed the cup. The instructions said to have a ""good"" cup, but it was a little smaller than I wanted. The size was perfect. I was happy with the quality of the product."
Home_and_Kitchen_5,negative,deceptive,"This thing is pretty bad, it doesn't feel comfortable. I also have a hard time using it when I want to get up. The light is not strong enough to go off when I need to. I'm not sure why. I don't know how long it will last."
