category,polarity,class,text
Home_and_Kitchen_5,negative,truthful,"Super cute, but realistically I'm not sure how anyone makes these work as advertised.  I haven't tried them myself.  My 15 yr old daughter wanted these and after trying once and it being kind of a pain they are now just taking up space in my cupboard."
Home_and_Kitchen_5,negative,truthful,"I bought these for my office which has windows that are very awkward in size. I did really like the curtains, although they didn't really look like the picture when they were hung. The only thing I really didn't like was the ""moss"" color; it was not flattering at all."
Home_and_Kitchen_5,negative,truthful,"The Dreamaway Comfort Fill Mattress Protector was good for a while but then problems arose.  First was that the fill compressed in the center, which created a shallow dip in the center.  Next the top material pilled too much; some pilling was expected but this became too excessive."
Home_and_Kitchen_5,negative,truthful,"Have been using these (bought two) for a few weeks now and they are working nicely. Nice design. Don't even need the fancy controls, but the fan is nicely designed and cranks the flow of air nicely.

UPDATE: One has broke already!!! Stay away - more garbage I'm sorry to say!!!!"
Home_and_Kitchen_5,negative,truthful,"Upon opening these had a very strong chemical smell. After washing the smell went away.

After showing I used the towel and it wasn't very soft, it was soft enough but it didn't seem as absorbent as my regular use towels. These will work as guest room or backup towels though."
Home_and_Kitchen_5,negative,truthful,"This would hypothetically be a fantastic way to burn incense if it worked. However, incense will not stay lit when using this holder. You will have to light an incense 20 times for it to burn the entire way to the end of the stick. Stay far far away from this."
Home_and_Kitchen_5,negative,truthful,"NOT COPPER!!!!

This is a cheap stainless steel mug with copper plating on the outside. A TRUE Moscow Mule needs to be in a copper mug, not stainless. The picture and title are very deceiving. I returned mine when I got it. It also seemed much cheaper made than what is pictured."
Home_and_Kitchen_5,negative,truthful,"I like the color on bottom for keeping track of your own glass.  The have a little waviness to the sides - I wasn't expecting that, but it doesn't really bother me.  They are a little fragile and they have a dip in the bottom that holds dishwasher water."
Home_and_Kitchen_5,negative,truthful,"like someone else mentioned, this doesn't work with headphones....was on a long haul flight;  thank goodness i had my iPhone earbuds. yes,the designers of this pillow would to well to make a loop on one end of the pillow so it can be secured around the neck with those drawstrings."
Home_and_Kitchen_5,negative,truthful,"I followed the washing instructions exactly, these sheets made a million fuzzy balls that get all over the bedroom. So, I thought to wash them again and hopefully be rid of the fuzz balls - nope, didn't help. Trashed em and went to Costco, bought a set I am delighted with."
Home_and_Kitchen_5,negative,truthful,"On the box it smells heavenly. But as I suspected, when it burns the scent is more like a burning perfume. Not as delicate as other incenses that I tried. This is just my opinion.
I keep them in my drawers and closet, and they scent beautifully without the need of lighten them!"
Home_and_Kitchen_5,negative,truthful,The picture posted for this item is a fraud. It shows 3 pots and 2 pans with 2 lids. What you actually get are 3 pots and 2 lids.  It is very deceptive and this company should be ashamed. To return it you have to pay a 20% restocking fee. Very disappointed.
Home_and_Kitchen_5,negative,truthful,Not happy with this product. I left plenty of space around it and it has more dust sticking to the outside than the filter. It doesn't take long for the replacement filter light to come on and the filters are very expensive. I can't say I have noticed a change since using it.
Home_and_Kitchen_5,negative,truthful,"The stuffing moves to the path of least resistance. So if you sleep in the middle, soon the foam will move away from your head and you end up in a ""hole"". If you like scooping and molding the stuffing throughout the night to ensure you have the proper neck support, go for it."
Home_and_Kitchen_5,negative,truthful,i have had this clock for a while and it drive me nuts. i have had to fix the time over and over i don't know if its normal but i took the batteries out and not bother using it. i need clock for my kitchen but i can find a different one .
Home_and_Kitchen_5,negative,truthful,"This product was a disappointment. I was surprised by how light the box was. I couldn't understand until I opened it. The inside of the bean bag chair seems to be a form of styrofoam shipping peanuts. The outside of the bag is not much better - very low quality ""suede"". Not worth the money."
Home_and_Kitchen_5,negative,truthful,Was really looking forward to this steam mop what a disappointment.  Does not work on high steam.  The steam fresh attachment does not stay attached.  Would like to return but now that it is assembled the handle cannot be unattached.  Don't buy this product keep shopping for one that totally works.
Home_and_Kitchen_5,negative,truthful,"DO NOT BUY! Scam. Only one glove received instead of two. They are not as heat resistant as claimed. Burned my hand while removing hot pan from oven. Heat from pan went right through glove. Interesting that this product has all these negative reviews, yet it has a 4 star rating. Hmmm . . ."
Home_and_Kitchen_5,negative,truthful,"LOL, I just picked this up at BJ's for $6. 00. Used it and was pleased with product. Only negative is the shape of the container - too big for my microwave so it doesn't turn on the turner, but just as well. pasta came out perfect. No more cleaning pots and strainers."
Home_and_Kitchen_5,negative,truthful,"Great looks but the design is really poor.  Water gets stuck under the bottle, which rusts the bottom.  Mine is already leaking.  I can't imagine why they could not make a bottle that is attached to the caddy, and allow drainage in the caddy part of this soap dispenser.  I'm very disappointed."
Home_and_Kitchen_5,negative,truthful,"Beautiful in appearance. Very comfy to sit on and use as a guest bed. Disappointed in 1 of the arms that had several  (actually 4) cracks in the arm of the futon. Husband put it together , and didn't notice them until it was fully assembled. Too much trouble to take apart, repackage and send back."
Home_and_Kitchen_5,negative,truthful,"I order this through prime now... this is the third one this year. It smells horribly of plastic on the highest setting, and they eventually break. I just bought a new one December 7th and the previous one was ordered in August. It works and its inexpensive, but I think I will try something else next time!"
Home_and_Kitchen_5,negative,truthful,"This works well and sucking gunk out of window sills.  However, it will NOT charge.  It only worked for 5 weeks and now will not charge.  Of course, my ""return"" window closed after 45 weeks, so I am now out $32.  I won't order from Black & Decker through Amazon again.  Very disappointed."
Home_and_Kitchen_5,negative,truthful,"After using this for the past year or so, some if the clips are starting fall off kind of easily.  No big deal, just push it right back on the rope.  For the price, it's definitely worth it.  Great for display if you don't plan on taking your hats on and off of it much."
Home_and_Kitchen_5,negative,truthful,"I used this to protect a 7 inch Santoku knife. But I never felt that this guard was very securely on. Even cut my finger once when inserting the knife because the knife edge passed through the top of the guard and my finger was there.

I highly recommend that you get a sheath/cover/saya which completely enlcoses the blade."
Home_and_Kitchen_5,negative,truthful,"Wish I could rate this higher, but the scissors cut poorly, the magnet holder sticks to nothing that will support the scissors. Have used these to pry things open. Good if you are desperate for a pair of scissors and this is the only pair you can find, pretty much have to gnaw your way through anything plastic."
